ProductCode,Price,Maker,Name,Description,Height,Width,Depth,Materials,Technique,Signed,Firing Technique,Decoration
MM105Y283,95.0,Marcio Mattos,Chawan,This chawan is hand-built in porcelain paper clay with dry-glazed textural surfaces and brushed decoration.,10.0,11.5,,Porcelain,Hand Built,Signed,,
MM105Y284,95.0,Marcio Mattos,Chawan,This chawan is hand-built in porcelain paper clay with dry-glazed textural surfaces and brushed decoration.,10.0,11.0,,Porcelain,Hand Built,Signed,,
287Y531,200.0,Prue Cooper,Music,"Press moulded earthenware medium platter. Decorated with slips and inscribed, the overall design of the dish echoing the sense of the words.",4.0,36.0,,Earthenware,Slab Built,Signed,Electric,Slip Decoration
AB326Y553,150.0,Adam Buick,mini moon jar,Mini porcelain moon jar with iron rich slate inclusions. Transparent glaze.,10.0,9.0,,Porcelain,Thrown,Signed,Wood,
AB326Y552,150.0,Adam Buick,mini moon jar,Mini coloured porcelain moon jar with patina from ash and flame in the kiln.,10.0,9.0,,Porcelain,Thrown,Signed,Wood,
AB326Y564,150.0,Adam Buick,mini moon jar,Mini porcelain moon jar with olive celadon glaze.,10.0,9.0,,Porcelain,Thrown,Signed,Wood,
AB326Y569,150.0,Adam Buick,mini moon jar,Porcelain mini moon jar. Straw ash glaze.,10.0,9.0,,Porcelain,Thrown,Signed,Wood,
AB326Y570,150.0,Adam Buick,mini moon jar,Mini porcelain moon jar with Waun Llodi clay inclusion. Nuka glaze.,10.0,9.0,,Porcelain,Thrown,Signed,Wood,
AB326Y563,150.0,,mini moon jar,Mini porcelain moon jar with pale celadon glaze.,10.0,9.0,,Porcelain,Thrown,Signed,Wood,
KK465Y291,120.0,Katharina Klug,Bud Vase Friends,"This beautiful vase features hand drawn black lines upon a white porcelain surface, with a striking, bold red glaze wrapped around the inside.",15.0,9.0,,Porcelain,"Thrown, Hand built",Signed,,
KK465Y289,120.0,Katharina Klug,Bud Vase Friends,"This beautiful vase features hand drawn black lines upon a white porcelain surface, with a striking, bold red glaze wrapped around the inside.",13.0,9.0,,Porcelain,"Thrown, Hand built",Signed,,
KK465Y288,120.0,Katharina Klug,Bud Vase Friends,"This beautiful vase features hand drawn black lines upon a white porcelain surface, with a striking, bold red glaze wrapped around the inside.",15.0,9.0,,Porcelain,"Thrown, Hand built",Signed,,
JS254Y297,100.0,Jeremy Steward,Casserole,This stoneware casserole dish is wheel-thrown and altered. Its lively form is enhanced through the use of textured stamps and impressions. Jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,9.0,23.0,15.0,Stoneware,Thrown,Signed,"Wood, Salt Glaze, Soda Fired",
JS254Y292,48.0,Jeremy Steward,Jug,This stoneware jug is wheel-thrown and altered. Its lively form is enhanced through the use of textured stamps and impressions. Jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,11.0,13.0,9.5,Stoneware,Thrown,Signed,"Wood, Salt Glaze, Soda Fired",
HT519Y14,180.0,Hannah Tounsend,Beaker,This slipcast porcelain beaker is the perfect sleek canvas for Hannah’s bold brushed slip designs. Contemporary in contour and colour palette.,10.5,10.0,,Porcelain,Slipcast,Signed,Electric,
JN357Y334,300.0,Jeremy Nichols,Tall Bottle,"This elegant tall bottle is carefully thrown and constructed, and decorated in a bright blue salt glaze.",40.0,12.0,,Stoneware,Thrown,Signed,Salt Glaze,
JN357Y338,250.0,Jeremy Nichols,Lidded Jar,"This elegant lidded jar is carefully thrown and constructed, and decorated in a bright blue salt glaze.",33.0,15.0,,Stoneware,Thrown,Signed,Salt Glaze,
JN357Y337,250.0,Jeremy Nichols,Lidded Jar,"This elegant lidded jar is carefully thrown and constructed, and decorated in a bright blue salt glaze.",32.0,15.0,,Stoneware,Thrown,Signed,Salt Glaze,
JN357Y335,230.0,Jeremy Nichols,Bottle,"This elegant bottle is carefully thrown and constructed, and decorated in a bright blue salt glaze.",29.0,11.0,,Stoneware,Thrown,Signed,Salt Glaze,
JN357Y331,380.0,Jeremy Nichols,Saltglazed Teapot,"With a wide and stable base, this elegant open handled teapot is carefully thrown and constructed, the graduating blue salt glaze enhancing it’s shape.",15.0,20.0,10.0,Stoneware,Thrown,Signed,Salt Glaze,
JN357Y332,220.0,Jeremy Nichols,Saltglazed Teapot,"Beautifully poised this elegant open handled teapot is carefully thrown and constructed, the graduating blue salt glaze enhancing it’s shape.",15.0,20.0,10.0,Stoneware,Thrown,Signed,Salt Glaze,
JN357Y333,210.0,Jeremy Nichols,Saltglazed Jug,"This open handled jug is carefully thrown and constructed, and decorated in a bright blue salt glaze.",21.0,18.0,10.0,Stoneware,Thrown,Signed,Salt Glaze,
HT519Y20,1300.0,Hannah Tounsend,Set of Eight Print Beakers,This stunning set of eight slipcast porcelain beakers provides the perfect opportunity to appreciate a rich variety of Hannah’s bold brushed slip designs. Contemporary in contour and colour palette.,10.5,10.0,,Porcelain,Slipcast,Signed,Electric,
K53Y141,2075.0,Ruth King,Indented Bowl,This hand-built stoneware sculptural vessel conveys contained space in a subtle and powerful way. The surface shimmers with a metallic sheen created by vapours reacting with the piece during firing.,27.0,24.0,16.0,Stoneware,Slab Built,Signed,,
K53Y146,635.0,Ruth King,Pearlescent Green Curl,This hand-built stoneware sculptural vessel conveys contained space in a subtle and powerful way. The surface shimmers with a metallic sheen created by vapours reacting with the piece during firing.,20.0,19.0,11.0,Stoneware,Slab Built,Signed,,
K53Y145,2075.0,Ruth King,Scalloped Bowl,This hand-built stoneware sculptural vessel conveys contained space in a subtle and powerful way. The surface shimmers with a metallic sheen created by vapours reacting with the piece during firing.,27.0,21.5,17.0,Stoneware,Slab Built,Signed,,
K53Y142,1586.0,Ruth King,Open Cursive Curl,This hand-built stoneware sculptural vessel conveys contained space in a subtle and powerful way. The surface shimmers with a metallic sheen created by vapours reacting with the piece during firing.,28.0,25.0,13.0,Stoneware,Slab Built,Signed,,
JP32Y704,220.0,John Pollex,Lugged Vase,"Strikingly different on either side, this wheel-thrown vase with lugs at the shoulder displays bold and painterly decoration in the form of abstract colours.",22.0,11.0,,,Thrown,Signed,,Slip decoration
JP32Y703,220.0,John Pollex,Lugged Vase,"Strikingly different on either side, this wheel-thrown vase with lugs at the shoulder displays bold and painterly decoration in the form of abstract colours.",22.5,10.5,,,Thrown,Signed,,Slip decoration
JP32Y708,220.0,John Pollex,Lugged Vase,"Strikingly different on either side, this wheel-thrown vase with lugs displays bold and painterly decoration in the form of abstract colours.",21.0,10.0,,,Thrown,Signed,,Slip decoration
JP32Y707,220.0,John Pollex,Lugged Vase,"Strikingly different on either side, this wheel-thrown vase with lugs displays bold and painterly decoration in the form of abstract colours.",22.0,10.5,,,Thrown,Signed,,Slip decoration
JP32Y705,207.0,John Pollex,Abstract Vessel,"Strikingly different on either side, this slab-built vessel displays bold and painterly decoration in the form of abstract colours.",17.0,16.0,5.0,,Thrown,Signed,,Slip decoration
JP32Y713,195.0,John Pollex,Abstract Bottle,"Beautifully decorated in a bright patchwork of hues, this wheel-thrown bottle is a work of art on its own, but also for its unique decoration.",19.0,10.0,,Earthenware,Thrown,Signed,Electric,Slip decoration
JP32Y715,244.0,John Pollex,Abstract Bottle,"Beautifully decorated in a bright patchwork of hues, this wheel-thrown bottle is a work of art on its own, but also for its unique decoration.",19.0,15.5,,Earthenware,Thrown,Signed,Electric,Slip decoration
JP32Y714,244.0,John Pollex,Abstract Bottle,"Beautifully decorated in a bright patchwork of hues, this wheel-thrown bottle is a work of art on its own, but also for its unique decoration.",19.0,16.5,,Earthenware,Thrown,Signed,Electric,Slip decoration
HT519Y19,180.0,Hannah Tounsend,Beaker,This slipcast porcelain beaker is the perfect sleek canvas for Hannah’s bold brushed slip designs. Contemporary in contour and colour palette.,10.5,10.0,,Porcelain,Slipcast,Signed,Electric,
HT519Y18,180.0,Hannah Tounsend,Beaker,This slipcast porcelain beaker is the perfect sleek canvas for Hannah’s bold brushed slip designs. Contemporary in contour and colour palette.,10.5,10.0,,Porcelain,Slipcast,Signed,Electric,
HT519Y17,180.0,Hannah Tounsend,Beaker,This slipcast porcelain beaker is the perfect sleek canvas for Hannah’s bold brushed slip designs. Contemporary in contour and colour palette.,10.5,10.0,,Porcelain,Slipcast,Signed,Electric,
HT519Y16,180.0,Hannah Tounsend,Beaker,This slipcast porcelain beaker is the perfect sleek canvas for Hannah’s bold brushed slip designs. Contemporary in contour and colour palette.,10.5,10.0,,Porcelain,Slipcast,Signed,Electric,
HT519Y15,180.0,Hannah Tounsend,Beaker,This slipcast porcelain beaker is the perfect sleek canvas for Hannah’s bold brushed slip designs. Contemporary in contour and colour palette.,10.5,10.0,,Porcelain,Slipcast,Signed,Electric,
MT509Y21,340.0,Midori Takaki,Help,Midori’s active imaginal life is expressed here in this stoneware sculpture. The symbolism and character is animated through her mastery of form and use of underglaze decoration.,20.0,13.0,7.0,Stoneware,Hand Built,Signed,,
IS453Y121,73.0,Irena Sibrijns,Leaf Design Jug,"The perfect example of a classic wheel thrown jug, the delightful shape of this piece is accentuated by its bold decoration. Full of character and charm, this piece is as decorative as it is functional.",10.0,13.0,12.0,Earthenware,Thrown,Signed,,Slip decoration
G356Y152,1830.0,Tanya Gomez,Statement vessel chartreuse,A large wheel-thrown and altered porcelain vessel enveloped in a chartreuse green glaze.,26.0,42.5,,Porcelain,Thrown,Signed,,
G356Y141,68.0,Tanya Gomez,Small porcelain vessel,Small thrown porcelain vessel with white glaze,7.5,10.5,,Porcelain,Thrown,Signed,,
G356Y140,68.0,Tanya Gomez,Small porcelain vessel,Small thrown porcelain vessel with pink glaze,10.0,8.0,,Porcelain,Thrown,Signed,,
G356Y143,68.0,Tanya Gomez,Small porcelain vessel,Small thrown porcelain vessel with orange glaze,11.0,7.0,,Porcelain,Thrown,Signed,,
G356Y139,68.0,Tanya Gomez,Small porcelain vessel,Small thrown porcelain vessel with navy blue glaze,10.5,6.5,,Porcelain,Thrown,Signed,,
G356Y134,310.0,Tanya Gomez,Tall porcelain vessel,Tall thrown porcelain vessel with orange coloured glaze,26.0,15.0,,Porcelain,Thrown,Signed,,
G356Y132,310.0,Tanya Gomez,Tall chartreuse vessel,Tall thrown porcelain vessel with chartreuse coloured glaze,26.0,15.0,,Porcelain,Thrown,Signed,,
W378Y293,232.0,Richard Wilson,Tall Thin Jug,This jug is slab-built in earthenware clay and decorated in brightly coloured slip. The gestural and spontaneous abstract marks enliven the form.,38.0,14.0,8.0,Earthenware,Slab Built,Signed,,
W378Y267,512.0,Richard Wilson,Box Form Vase,This vase is slab-built in earthenware clay and decorated in brightly coloured slip. The gestural and spontaneous abstract marks enliven the form.,32.0,17.0,8.0,Earthenware,Slab Built,Signed,,
W378Y272,512.0,Richard Wilson,Flat Form Vessel,This vessel is slab-built in earthenware clay and decorated in brightly coloured slip. The gestural and spontaneous abstract marks enliven the form.,40.0,29.0,9.0,Earthenware,Slab Built,Signed,,
W378Y315,488.0,Richard Wilson,Large Flat Form Vase,This vase is wheel-thrown and altered in earthenware clay and decorated in brightly coloured slip. The gestural and spontaneous abstract marks enliven the form.,42.0,32.0,12.0,Earthenware,Thrown,Signed,,
W378Y295,366.0,Richard Wilson,High Vase,This vase is wheel-thrown and altered in earthenware clay and decorated in brightly coloured slip. The gestural and spontaneous abstract marks enliven the form.,24.0,14.0,,Earthenware,Thrown,Signed,,
W378Y314,125.0,Richard Wilson,Small Bowl,This earthenware bowl is wheel-thrown and decorated in brightly coloured slip. The gestural and spontaneous abstract marks enliven the form.,9.5,12.5,,Earthenware,Thrown,Signed,,
SM242Y833,146.0,Sophie MacCarthy,Jug leaves and stalks,This beautiful jug is thrown and decorated using coloured slips along with wax resist and stencils or paper cut-outs. Sophie’s intricate designs are inspired by the natural world.,16.0,10.5,7.5,Earthenware,Thrown,Signed,Electric,Slip Decoration
SM242Y832,146.0,Sophie MacCarthy,Jug leaves and stalks,This beautiful jug is thrown and decorated using coloured slips along with wax resist and stencils or paper cut-outs. Sophie’s intricate designs are inspired by the natural world.,14.5,10.0,7.0,Earthenware,Thrown,Signed,Electric,Slip Decoration
SM242Y816,42.0,Sophie MacCarthy,Green Circle Mug,"This multicoloured mug is wheel-thrown and hand-decorated. Displaying a mixture of bright and bold underglaze with muted background hues, it is a charming addition to any collection.",8.5,7.0,,Earthenware,Thrown,Signed,,Slip decoration
SM242Y806,232.0,Sophie MacCarthy,Plate Big Leaves,This beautiful plate is thrown and decorated using coloured slips along with wax resist and stencils or paper cut-outs. Sophie’s intricate designs are inspired by the natural world.,3.0,27.0,,Earthenware,Thrown,Signed,Electric,Slip Decoration
MB280Y236,61.0,Matthew Blakely,Bowl,"This stoneware bowl is entirely created from rocks and minerals that Matthew has collected from individual locations. It is wheel-thrown and ash-glazed and fired in a wood kiln. Using this ceramic piece, one is immediately connected with the geology and landscape of Britain.",7.0,14.0,13.0,Stoneware,Thrown,Signed,Wood,
MB280Y226,59.0,Matthew Blakely,Dish with Handle,"This stoneware handled dish is entirely created from rocks and minerals that Matthew has collected from individual locations. It is wheel-thrown and ash-glazed and fired in a wood kiln. Using this ceramic piece, one is immediately connected with the geology and landscape of Britain.",7.0,16.0,15.0,Stoneware,Thrown,Signed,Wood,
M183Y776,610.0,Emily Myers,Large Lantern Vessel,This elegant large lantern vessel is wheel-thrown in red stoneware and carved when leather hard.,38.0,19.0,,Stoneware,Thrown,Signed,,Carved
F481Y43,427.0,Doug Fitch,Jug,"This earthenware jug is wheel-thrown and decorated with sprigged motifs, slip made from natural raw materials and a glossy glaze. Doug is inspired by English medieval and country pottery.",32.0,20.0,17.0,Earthenware,Thrown,Signed,,Slip Decoration
F481Y32,73.0,Doug Fitch,Mug,"This earthenware mug is wheel-thrown and decorated with a sprig motif design, slip-trailing and a glossy glaze. Doug is inspired by English medieval and country pottery.",16.0,15.0,11.0,Earthenware,Thrown,Signed,,Slip Decoration
F481Y47,439.0,Doug Fitch,Jug,This earthenware jug is wheel-thrown and decorated with sprigs and a relief design of slip made from natural raw materials and a glossy glaze. Doug is inspired by English medieval and country pottery.,32.0,26.0,22.0,Earthenware,Thrown,Signed,,Slip Decoration
F481Y46,464.0,Doug Fitch,Jug,This earthenware jug is wheel-thrown and decorated with a relief design of slip made from natural raw materials and a glossy glaze. Doug is inspired by English medieval and country pottery.,34.0,24.0,24.0,Earthenware,Thrown,Signed,,Slip Decoration
KC225Y441,366.0,Kyra Cane,Limoges Porcelain Bowl,This bowl is wheel-thrown in Limoges porcelain and features spontaneous mark-marking resembling graphite.,17.0,19.0,,Porcelain,Thrown,Signed,,
KC225Y439,293.0,Kyra Cane,Limoges Porcelain Tall Bowl,This bowl is wheel-thrown in Limoges porcelain and features spontaneous mark-marking resembling graphite.,13.0,11.5,11.0,Porcelain,Thrown,Signed,,
KC225Y437,244.0,Kyra Cane,Limoges Porcelain Bowl,This bowl is wheel-thrown in Limoges porcelain and features spontaneous mark-marking resembling graphite.,10.0,15.0,,Porcelain,Thrown,Signed,,
KC225Y440,293.0,Kyra Cane,Limoges Porcelain Tall Bowl,This bowl is wheel-thrown in Limoges porcelain and features spontaneous mark-marking resembling graphite.,15.0,10.0,,Porcelain,Thrown,Signed,,
KC225Y438,244.0,Kyra Cane,Limoges Porcelain Bowl,This bowl is wheel-thrown in Limoges porcelain and features spontaneous mark-marking resembling graphite.,10.0,15.0,,Porcelain,Thrown,Signed,,
KC225Y436,244.0,Kyra Cane,Limoges Porcelain Bowl,This bowl is wheel-thrown in Limoges porcelain and features spontaneous mark-marking resembling graphite.,11.0,16.0,15.0,Porcelain,Thrown,Signed,,
KC225Y445,98.0,Kyra Cane,Limoges Porcelain Vase,"With a dimple on each side, this wheel-thrown porcelain vase features spontaneous mark-marking resembling graphite.",12.5,6.0,,Porcelain,Thrown,Signed,,
SW111Y350,73.0,Sasha Wardell,Cup Tide,"This bone china cup is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",8.0,8.0,,Bone China,Slipcast,Signed,Electric,
SW111Y345,220.0,Sasha Wardell,Vase Tide,"This expertly carved bone china vase is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",16.0,16.0,,Bone China,Slipcast,Signed,Electric,
SW111Y349,207.0,Sasha Wardell,Vase Shoal,"This expertly carved bone china vase is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",16.0,16.0,,Bone China,Slipcast,Signed,Electric,
AL25Y116,317.0,Anna Lambert,lake tista edge,"Hand built earthenware vessel worked on with coloured slips, drawn and relief printed images. Glazed with subtle underglaze colours.",14.0,15.0,15.0,Earthenware,Hand Built,Signed,Electric,Slip Decoration
AL25Y115,610.0,Anna Lambert,Portlemouth Field,"Hand built earthenware vessel worked on with coloured slips, drawn and relief printed images. Glazed with subtle underglaze colours.",18.0,23.0,15.0,Earthenware,Hand Built,Signed,Electric,Slip Decoration
SW111Y348,207.0,Sasha Wardell,Bowl Space,"This expertly carved bone china bowl is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",9.0,10.5,,Bone China,Slipcast,Signed,Electric,
SW111Y351,73.0,Sasha Wardell,Cup Tide,"This bone china cup is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",8.0,8.0,,Bone China,Slipcast,Signed,Electric,
AL25Y106,610.0,Anna Lambert,Parcevall Hall Lower Orchard,"Hand built earthenware bowl worked on with coloured slips, drawn and relief printed images. Glazed with subtle underglaze colours.",14.0,27.0,27.0,Earthenware,Hand Built,Signed,Electric,Slip Decoration
SW111Y346,220.0,Sasha Wardell,Bowl Tide,"This bone china bowl is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",9.0,17.5,,Bone China,Slipcast,Signed,Electric,
S458Y18,293.0,Patricia Shone,Lidded Erosion Jar,"Saggar fired stoneware jar, iron matt glaze. Will develop rust spots with dampness.",13.0,10.0,,Stoneware,"Hand Built, Saggar Fired",Signed,,
S458Y22,226.0,Patricia Shone,Peat Cut Erosion Bowl,Peat cut erosion bowl in black stoneware clay with heavily textured surface.,12.0,16.0,13.0,Stoneware,"Hand Built, Saggar Fired",Signed,,
ID376Y34,54.0,Isabel KJ Denyer,Porcelain Dish,This porcelain dish is wheel-thrown with a relief ripple design on the exterior. It is enveloped in a glossy celadon glaze and reduction fired in a gas kiln. It is oven-proof and dishwasher-safe.,4.0,17.5,,Porcelain,Thrown,Signed,Gas,
ID376Y33,54.0,Isabel KJ Denyer,Porcelain Dish,This porcelain dish is wheel-thrown with a relief ripple design on the exterior. It is enveloped in a glossy celadon glaze and reduction fired in a gas kiln. It is oven-proof and dishwasher-safe.,4.0,17.5,,Porcelain,Thrown,Signed,Gas,
ID376Y32,54.0,Isabel KJ Denyer,Porcelain Dish,This porcelain dish is wheel-thrown with a relief ripple design on the exterior. It is enveloped in a glossy celadon glaze and reduction fired in a gas kiln. It is oven-proof and dishwasher-safe.,4.0,17.5,,Porcelain,Thrown,Signed,Gas,
ID376Y19,29.0,Isabel KJ Denyer,Ramekin Celadon and Tenmoku,This stoneware ramekin is wheel-thrown with a celadon glaze interior and a tenmoku exterior. This classic combination of glazes is achieved through reduction firing in a gas kiln. It is oven-proof and dishwasher-safe.,6.0,8.5,,Stoneware,Thrown,Signed,Gas,
ID376Y30,29.0,Isabel KJ Denyer,Porcelain Wavy Vase,This small porcelain vase is slab-built with an imprinted surface inspired by ripples on water. The subtle colouring is achieved through reduction firing in a gas kiln.,9.5,7.0,5.0,Porcelain,Slab Built,Signed,Gas,
ID376Y31,29.0,Isabel KJ Denyer,Porcelain Wavy Vase,This small porcelain vase is slab-built with an imprinted surface inspired by ripples on water. The subtle colouring is achieved through reduction firing in a gas kiln.,9.5,7.0,5.0,Porcelain,Slab Built,Signed,Gas,
H429Y155,125.0,Richard Heeley,Porcelain Chawan Fish and Bubbles,This beautiful porcelain chawan is presented in a wooden box with Richard’s signature brushwork design on the outside. It is thrown on a momentum wheel which allows for a more spontaneous form and is complemented by the fluid brushwork inspired by the British landscape. The piece is fired in a wood kiln which offers added depth to his work.,9.0,11.0,,Porcelain,Thrown,Signed,Wood,
H429Y133,98.0,Richard Heeley,Porcelain Chawan Fish and Bubbles,This beautiful porcelain chawan is presented in a wooden box with Richard’s signature brushwork design on the outside. It is thrown on a momentum wheel which allows for a more spontaneous form and is complemented by the fluid brushwork inspired by the British landscape. The piece is fired in a wood kiln which offers added depth to his work.,9.5,10.5,,Porcelain,Thrown,Signed,Wood,
H429Y159,185.0,Richard Heeley,Chawan Fish and Bubbles,This beautiful stoneware chawan is presented in a wooden box with Richard’s signature brushwork design on the cover. It is thrown on a momentum wheel which allows for a more spontaneous form and is complemented by the fluid brushwork inspired by the British landscape. The piece is fired in a wood kiln which offers added depth to his work.,9.0,11.0,,Stoneware,Thrown,Signed,Wood,
H429Y156,98.0,Richard Heeley,Porcelain Yunomi Blossom,This beautiful porcelain yunomi is presented in a wooden box with Richard’s signature brushwork design on the outside. It is thrown on a momentum wheel which allows for a more spontaneous form and is complemented by the fluid brushwork inspired by the British landscape. The piece is fired in a wood kiln which offers added depth to his work.,9.5,9.0,,Porcelain,Thrown,Signed,Wood,
H429Y145,400.0,Richard Heeley,Large Dish Wetland Grass,This beautiful large dish is thrown in porcelain on a momentum wheel. This allows for a more spontaneous form which is complemented by the fluid brushwork inspired by the British landscape. The piece is fired in a wood kiln which offers added depth to his work.,7.0,28.5,,Porcelain,Thrown,Signed,Wood,
W395Y25,265.0,Rose Wallace,Love Birds,This earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. The fluid and colourful glazes animate this jewel-like vignette.,21.0,21.0,9.0,Earthenware,Hand Built,Signed,Electric,
W395Y28,250.0,Rose Wallace,Hoppit,This earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. The glossy clear glaze enhances the purity and sweetness of this vignette.,27.0,22.0,7.5,Earthenware,Hand Built,Signed,Electric,
W395Y20,320.0,Rose Wallace,Us,This earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. The fluid and colourful glazes animate this jewel-like vignette.,31.0,25.0,10.0,Earthenware,Hand Built,Signed,Electric,
W395Y24,315.0,Rose Wallace,Memories,This earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. The glossy clear glaze enhances the purity and sweetness of this vignette.,25.0,23.0,10.5,Earthenware,Hand Built,Signed,Electric,
W395Y26,245.0,Rose Wallace,Liberation,This earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. The glossy clear glaze enhances the purity and sweetness of this vignette.,25.0,18.0,12.0,Earthenware,Hand Built,Signed,Electric,
W395Y22,275.0,Rose Wallace,Muse,This earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. The glossy clear glaze enhances the purity and sweetness of this vignette.,22.0,23.0,6.0,Earthenware,Hand Built,Signed,Electric,
W395Y27,255.0,Rose Wallace,Sssh!,This earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. The fluid and colourful glazes animate this jewel-like vignette.,20.0,21.0,6.5,Earthenware,Hand Built,Signed,Electric,
W395Y30,170.0,Rose Wallace,Down,This earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. The glossy clear glaze enhances the purity and sweetness of this vignette. This piece ‘Down’ has a partner called ‘Up’ which is available separately.,21.0,19.0,9.0,Earthenware,Hand Built,Signed,Electric,
W395Y29,170.0,Rose Wallace,Up,This earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. The glossy clear glaze enhances the purity and sweetness of this vignette. This piece ‘Up’ has a partner called ‘Down’ which is available separately.,23.0,20.0,7.5,Earthenware,Hand Built,Signed,Electric,
W395Y21,295.0,Rose Wallace,Harey,This earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. The fluid and colourful glazes animate this jewel-like vignette.,20.5,22.0,11.0,Earthenware,Hand Built,Signed,Electric,
W395Y23,285.0,Rose Wallace,Refresh,This earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. The fluid and colourful glazes animate this jewel-like vignette.,20.5,22.0,11.0,Earthenware,Hand Built,Signed,Electric,
W395Y19,275.0,Rose Wallace,Soul,This earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. The fluid and colourful glazes animate this jewel-like vignette. This piece ‘Soul’ has a partner called ‘Rhythm’ which is available separately.,23.0,20.0,10.0,Earthenware,Hand Built,Signed,Electric,
W395Y18,275.0,Rose Wallace,Rhythm,This earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. The fluid and colourful glazes animate this jewel-like vignette. This piece ‘Rhythm’ has a partner called ‘Soul’ which is available separately.,24.0,18.0,10.5,Earthenware,Hand Built,Signed,Electric,
YT273Y987,42.0,Yo Thom,Milk Jug,"This stoneware milk jug is wheel-thrown and altered. Its slate-like surface is created by sgraffito on an indigo slip which is then enveloped in a white glaze. Yo’s work is inspired by Japanese folk indigo textiles, and the beautiful surroundings of rural Dorset.",10.0,9.5,7.0,Stoneware,Thrown,Signed,,
SC248Y664,232.0,Sophie Cook,Porcelain Bottle,"Supremely elegant porcelain bottle, in a beautiful shiny white glaze.",16.5,13.0,,Porcelain,Thrown,Signed,,
W312Y128,183.0,Rachel Wood,Small Bark Vessel,"This stoneware vessel is hand-built with tears in the coarse grogged clay and textured surfaces. Layers of slip, oxides and glaze are applied to aid the evocation of the wild and rugged environment of the Australian bush.",14.0,11.0,8.5,Stoneware,Hand Built,Signed,,
W312Y144,380.0,Rachel Wood,Bark Vase Form,"This stoneware vase form is hand-built with tears in the coarse grogged clay and textured surfaces. Layers of slip, oxides and glaze are applied to aid the evocation of the wild and rugged environment of the Australian bush.",34.0,15.0,12.0,Stoneware,Hand Built,Signed,,
W312Y130,512.0,Rachel Wood,Medium Bark Vessel,"This stoneware vessel is hand-built with tears in the coarse grogged clay and textured surfaces. Layers of slip, oxides and glaze are applied to aid the evocation of the wild and rugged environment of the Australian bush.",24.0,19.0,,Stoneware,Hand Built,Signed,,
W312Y126,220.0,Rachel Wood,Small Bark Bowl Form,"This stoneware bowl form is hand-built with tears in the coarse grogged clay and textured surfaces. Layers of slip, oxides and glaze are applied to aid the evocation of the wild and rugged environment of the Australian bush.",15.5,15.5,,Stoneware,Hand Built,Signed,,
W312Y129,305.0,Rachel Wood,Small Bark Vessel,"This stoneware vessel is hand-built with tears in the coarse grogged clay and textured surfaces. Layers of slip, oxides and glaze are applied to aid the evocation of the wild and rugged environment of the Australian bush.",16.0,14.0,13.0,Stoneware,Hand Built,Signed,,
MH409Y109,190.0,Matt Horne,Amber Bottle Form,This porcelain bottle form is a fine example from a master of crystalline glazing. The form itself is exquisitely thrown and the stunning crystalline glaze is highlighted through the radiant amber tones.,20.0,11.0,,Porcelain,Thrown,Signed,,
SS349Y330,281.0,Suleyman Saba,Vase,This finely thrown stoneware vase has a nuanced form and design. It is glazed in a striking contrast design with glossy black and celadon glazes.,22.0,14.0,,Stoneware,Thrown,Signed,Electric,
SS349Y331,281.0,Suleyman Saba,Vase,This finely thrown stoneware vase has a nuanced form and design. It is glazed in a striking contrast design with glossy iron-red glaze and celadon glaze.,21.0,13.0,,Stoneware,Thrown,Signed,Electric,
SS349Y328,183.0,Suleyman Saba,Ironspot Squat Vase,This finely thrown stoneware vase has a nuanced form and design. It is enveloped in a glossy iron-rich glaze.,14.0,11.5,,Stoneware,Thrown,Signed,Electric,
SS349Y321,183.0,Suleyman Saba,Eclipse Bowl,This finely thrown stoneware bowl has a nuanced form and design. It has contrasting glossy glazes creating a striking appearance.,6.0,19.0,,Stoneware,Thrown,Signed,Electric,
