productcode,decoration,depth,description,firing,height,maker,materials,name,price,technique,width
JH235Y445,Slip decoration,9.0,"this earthenware jug featuring a lively fish design is wheel-thrown and decorated with slips and oxides using a combination of slip trailing, brushwork and sgraffito techniques. jennifer’s domestic pieces are pleasing on the eye and a pleasure to use.",Electric,15.0,Jennifer Hall,Earthenware,fish jug,46.0,Thrown,14.0
99Y80,Glaze,14.8,this stoneware dish is ornately decorated with skilled floral design and brushwork. it comes complete with a hanging wire ready to hang on your wall.,Electric,4.5,Owen Thorpe,Stoneware,dish,268.0,Thrown,23.0
99Y78,Glaze,17.9,this stoneware dish is ornately decorated with skilled floral design and brushwork. it comes complete with a hanging wire ready to hang on your wall.,Electric,5.0,Owen Thorpe,Stoneware,shallow dish,464.0,Thrown,29.0
99Y77,Glaze,17.4,this stoneware plate is ornately decorated with skilled floral design and brushwork. it comes complete with a hanging wire ready to hang on your wall.,Electric,4.0,Owen Thorpe,Stoneware,plate,537.0,Thrown,28.0
99Y74,Glaze,19.2,this stoneware dish is ornately decorated with skilled floral design and brushwork. it comes complete with a hanging wire ready to hang on your wall.,Electric,4.5,Owen Thorpe,Stoneware,shallow dish,683.0,Thrown,31.5
99Y73,Glaze,19.2,this stoneware dish is ornately decorated with skilled floral design and brushwork. it comes complete with a hanging wire ready to hang on your wall.,Electric,6.0,Owen Thorpe,Stoneware,shallow dish,512.0,Thrown,31.5
99Y72,Glaze,19.9,this stoneware dish is ornately decorated with skilled floral design and brushwork. it comes complete with a hanging wire ready to hang on your wall.,Electric,5.0,Owen Thorpe,Stoneware,shallow dish,512.0,Thrown,33.0
SM194Y198,Slip decoration,8.7,this earthenware soap pillow is hand-built with cobalt splatters and sgraffito scribbles. it is glazed all over with a transparent glaze.,Electric,7.0,Sarah Monk,Earthenware,round soap pillow white,45.0,Hand built,11.0
SM194Y197,Slip decoration,7.7,this earthenware tooth brush holder is thrown and pinched with cobalt splatters and sgraffito scribbles. it is glazed all over with a transparent glaze.,Electric,13.0,Sarah Monk,Earthenware,Tooth Brush Holder white,45.0,Hand built,9.0
SM194Y196,Slip decoration,13.0,this earthenware butter dish is hand-built with a brush applied slip decoration featuring sgraffito daisies and green splatters. it is glazed all over with a transparent glaze.,Electric,14.0,Sarah Monk,Earthenware,teal butter dish,89.0,Hand built,17.0
SM194Y195,Slip decoration,11.0,this earthenware planter and tray has a brush applied slip decoration featuring sgraffito daisies. it is glazed all over with a transparent glaze.,Electric,12.0,Sarah Monk,Earthenware,brushed teal planter and tray,65.0,Hand built,15.0
SM194Y194,Slip decoration,13.5,this earthenware bowl is thrown and pinched with a brush applied slip decoration featuring with sgraffito daisies and dark green splatters. it is glazed all over with a transparent glaze.,Electric,7.5,Sarah Monk,Earthenware,green bowl,40.0,Hand built,14.0
SM194Y190,Slip decoration,13.0,this earthenware juicer is thrown and pinched with a brush applied slip decoration featuring a splatter design. it is glazed all over with a transparent glaze.,Electric,5.5,Sarah Monk,Earthenware,teal juicer,45.0,Hand built,13.5
SM194Y189,Slip decoration,8.0,this earthenware cup is thrown and pinched with a brush applied slip decoration featuring a sgraffito design. it is glazed all over with a transparent glaze.,Electric,6.0,Sarah Monk,Earthenware,teal coffee cup with sgraffito daisies and cobalt splatters,24.0,Hand built,11.5
SM194Y188,Slip decoration,5.7,this earthenware egg cup is thrown and pinched with a brush applied slip decoration featuring a sgraffito design. it is glazed all over with a transparent glaze.,Electric,6.5,Sarah Monk,Earthenware,teal egg cup with sgraffito daisies,24.0,Hand built,5.0
SM194Y185,Slip decoration,9.7,this earthenware bowl is thrown and pinched with a brush applied slip decoration featuring a brown dot design. it is glazed all over with a transparent glaze.,Electric,7.5,Sarah Monk,Earthenware,brown dotty bowl,40.0,Hand built,13.0
99Y71,Glaze,17.1,this stoneware plate is ornately decorated with skilled floral design and brushwork. it comes complete with a hanging wire ready to hang on your wall.,Electric,3.5,Owen Thorpe,Stoneware,plate,464.0,Thrown,27.5
SM194Y183,Slip decoration,11.0,this earthenware planter and tray has a brush applied slip decoration featuring sgraffito daisies. it is glazed all over with a transparent glaze.,Electric,11.5,Sarah Monk,Earthenware,brushed brown planter and tray with sgraffito daisies,65.0,Hand built,15.0
SM194Y182,Slip decoration,13.0,this earthenware side plate is press moulded and thrown with a brush applied slip decoration featuring dark brown dots. it is glazed all over with a transparent glaze.,Electric,3.5,Sarah Monk,Earthenware,pie crust toffee brown side plate,40.0,Hand built,19.5
SM194Y181,Slip decoration,8.5,this earthenware small coffee cup is thrown and pinched with a brush applied slip decoration featuring dark brown dots. it is glazed all over with a transparent glaze.,Electric,6.5,Sarah Monk,Earthenware,brushed brown dotty coffee cup,28.0,Hand built,11.5
SM194Y180,Slip decoration,8.0,this earthenware small coffee cup is thrown and pinched with a brush applied slip decoration featuring dark brown dots. it is glazed all over with a transparent glaze.,Electric,6.5,Sarah Monk,Earthenware,brushed brown dotty coffee cup,28.0,Hand built,11.5
SM194Y179,Slip decoration,12.5,this earthenware juicer is thrown and pinched with a brush applied slip decoration featuring a brown dot design. it is glazed all over with a transparent glaze.,Electric,6.0,Sarah Monk,Earthenware,brushed brown dotty juicer,45.0,Hand built,13.5
SM194Y177,Slip decoration,5.7,this earthenware egg cup is thrown and pinched with a brush applied slip decoration featuring a brown dot design. it is glazed all over with a transparent glaze.,Electric,6.5,Sarah Monk,Earthenware,brushed brown dotty egg cup,24.0,Hand built,5.0
SW208Y241,Glaze,21.5,"this brickclay sculpture is primarily inspired by the landscape that sarah experiences around her. the burnished form is smooth and tactile and possesses a quality not dissimilar to that of the human body, another of her main inspirations.",Electric,15.0,Sarah Walton,Stoneware,bostal bottom II,488.0,Hand built,23.5
SW208Y240,Glaze,18.5,"this brickclay sculpture is primarily inspired by the landscape that sarah experiences around her. the burnished form is smooth and tactile and possesses a quality not dissimilar to that of the human body, another of her main inspirations.",Electric,7.0,Sarah Walton,Stoneware,field II,207.0,Hand built,23.5
SW208Y239,Glaze,22.0,"this stoneware sculpture is primarily inspired by the landscape that sarah experiences around her. the burnished form is smooth and tactile and possesses a quality not dissimilar to that of the human body, another of her main inspirations.",Electric,10.5,Sarah Walton,Stoneware,‘Mountain Pass’,488.0,Hand built,22.5
SW208Y238,Glaze,13.5,this stoneware sculpture is inspired by the local pub.,Electric,12.5,Sarah Walton,Stoneware,"‘The Punter Pub, Cambridge’",305.0,Hand built,16.5
JC119Y2577,Glaze,10.0,the design of this earthenware mug is inspired by jane’s time living in france and the colours and patterns she encountered there. the textured tone of the glaze evokes the dynamism of nature in motion.,Electric,11.0,Jane Cox,Earthenware,large Mug Aquitaine Turquoise Plain,43.0,Hand built,13.5
JC119Y2594,Glaze,8.5,the design of this earthenware mug is inspired by jane’s time living in france and the colours and patterns she encountered there. the textured tone of the glaze evokes the dynamism of nature in motion.,Electric,10.0,Jane Cox,Earthenware,Medium Mug Loire Green Plain,22.0,Hand built,11.0
JC119Y2593,Glaze,10.0,the design of this earthenware mug is inspired by jane’s time living in france and the colours and patterns she encountered there. the textured tone of the glaze evokes the dynamism of nature in motion.,Electric,10.5,Jane Cox,Earthenware,large Mug Loire Green Plain,43.0,Hand built,13.5
JC119Y2590,Glaze,8.5,the design of this earthenware mug is inspired by jane’s time living in france and the colours and patterns she encountered there. the energetic brushwork combined with the textured tones of the glaze evokes the rhythms and dynamism of nature in motion.,Electric,10.0,Jane Cox,Earthenware,medium Mug Loire Green,34.0,Hand built,11.0
JC119Y2586,Glaze,10.0,the design of this earthenware mug is inspired by jane’s time living in france and the colours and patterns she encountered there. the energetic brushwork combined with the textured tones of the glaze evokes the rhythms and dynamism of nature in motion.,Electric,11.0,Jane Cox,Earthenware,Large Mug Loire Green,46.0,Hand built,13.5
JC119Y2584,Glaze,12.0,the design of this earthenware bowl is inspired by jane’s time living in france and the colours and patterns she encountered there. the energetic brushwork combined with the textured tones of the glaze evokes the rhythms and dynamism of nature in motion.,Electric,8.0,Jane Cox,Earthenware,Large Cereal Bowl Loire Green,59.0,Hand built,17.5
JC119Y2582,Glaze,10.8,the design of this earthenware bowl is inspired by jane’s time living in france and the colours and patterns she encountered there. the energetic brushwork combined with the textured tones of the glaze evokes the rhythms and dynamism of nature in motion.,Electric,7.0,Jane Cox,Earthenware,small Cereal Bowl Loire Green,46.0,Hand built,15.0
JC119Y2581,Glaze,9.5,the design of this earthenware jug is inspired by jane’s time living in france and the colours and patterns she encountered there. the energetic brushwork combined with the textured tones of the glaze evokes the rhythms and dynamism of nature in motion.,Electric,14.0,Jane Cox,Earthenware,small jug Loire Green,83.0,Hand built,15.0
JC119Y2579,Glaze,8.5,the design of this earthenware mug is inspired by jane’s time living in france and the colours and patterns she encountered there. the textured tone of the glaze evokes the dynamism of nature in motion.,Electric,10.0,Jane Cox,Earthenware,Medium Mug Aquitaine Turquoise Plain,22.0,Hand built,11.0
JC119Y2576,Glaze,10.0,the design of this earthenware mug is inspired by jane’s time living in france and the colours and patterns she encountered there. the textured tone of the glaze evokes the dynamism of nature in motion.,Electric,11.0,Jane Cox,Earthenware,large Mug Aquitaine Turquoise Plain,43.0,Hand built,13.5
JC119Y2574,Glaze,8.5,the design of this earthenware mug is inspired by jane’s time living in france and the colours and patterns she encountered there. the energetic brushwork combined with the textured tones of the glaze evokes the rhythms and dynamism of nature in motion.,Electric,10.0,Jane Cox,Earthenware,medium Mug Aquitaine Turquoise,34.0,Hand built,11.0
JC119Y2572,Glaze,8.5,the design of this earthenware mug is inspired by jane’s time living in france and the colours and patterns she encountered there. the energetic brushwork combined with the textured tones of the glaze evokes the rhythms and dynamism of nature in motion.,Electric,10.0,Jane Cox,Earthenware,medium Mug Aquitaine Turquoise,34.0,Hand built,11.0
JC119Y2570,Glaze,10.0,the design of this earthenware mug is inspired by jane’s time living in france and the colours and patterns she encountered there. the energetic brushwork combined with the textured tones of the glaze evokes the rhythms and dynamism of nature in motion.,Electric,11.0,Jane Cox,Earthenware,Large Mug Aquitaine Turquoise,46.0,Hand built,13.5
JC119Y2567,Glaze,12.0,the design of this earthenware bowl is inspired by jane’s time living in france and the colours and patterns she encountered there. the energetic brushwork combined with the textured tones of the glaze evokes the rhythms and dynamism of nature in motion.,Electric,8.0,Jane Cox,Earthenware,Large cereal bowl Aquitaine Turquoise,59.0,Hand built,17.5
JC119Y2509,Glaze,11.8,the design of this earthenware mug is inspired by jane’s time living in france and the colours and patterns she encountered there. the textured tone of the glaze evokes the dynamism of nature in motion.,Electric,8.0,Jane Cox,Earthenware,large cereal bowl aquitaine turquoise plain,55.0,Hand built,17.0
JC119Y2507,Glaze,14.6,the design of this earthenware bowl is inspired by jane’s time living in france and the colours she encountered there. the textured tone of the glaze evokes the dynamism of nature in motion.,Electric,12.5,Jane Cox,Earthenware,Medium bowl Aquitaine Turquoise Plain,146.0,Hand built,22.5
JC119Y2615,Glaze,10.0,a commission by the british library based on an exhibition on world sacred texts led to two new surface designs – ‘haj’ and ‘kufic’. the design is inspired by the calligraphy of an ancient quran haj text. the surface patterns echo the sweeps and curves of the ceramic shapes underneath.,Electric,7.5,Jane Cox,Earthenware,cone mug kufic,43.0,Thrown,13.5
JC119Y2614,Glaze,10.0,a commission by the british library based on an exhibition on world sacred texts led to two new surface designs – ‘haj’ and ‘kufic’. the design is inspired by the calligraphy of an ancient quran haj text. the surface patterns echo the sweeps and curves of the ceramic shapes underneath.,Electric,7.5,Jane Cox,Earthenware,cone mug kufic,43.0,Thrown,13.5
JC119Y2612,Glaze,10.0,a commission by the british library based on an exhibition on world sacred texts led to two new surface designs – ‘haj’ and ‘kufic’. the design is inspired by the calligraphy of an ancient quran haj text. the surface patterns echo the sweeps and curves of the ceramic shapes underneath.,Electric,10.5,Jane Cox,Earthenware,large mug kufic,46.0,Thrown,13.5
JC119Y2611,Glaze,10.0,a commission by the british library based on an exhibition on world sacred texts led to two new surface designs – ‘haj’ and ‘kufic’. the design is inspired by the calligraphy of an ancient quran haj text. the surface patterns echo the sweeps and curves of the ceramic shapes underneath.,Electric,10.5,Jane Cox,Earthenware,large mug kufic,46.0,Thrown,13.5
JC119Y2609,Glaze,7.2,a commission by the british library based on an exhibition on world sacred texts led to two new surface designs – ‘haj’ and ‘kufic’. the design is inspired by the calligraphy of an ancient quran haj text. the surface patterns echo the sweeps and curves of the ceramic shapes underneath.,Electric,20.0,Jane Cox,Earthenware,small vase kufic,83.0,Thrown,8.0
JC119Y2608,Glaze,9.0,a commission by the british library based on an exhibition on world sacred texts led to two new surface designs – ‘haj’ and ‘kufic’. the design is inspired by the calligraphy of an ancient quran haj text. the surface patterns echo the sweeps and curves of the ceramic shapes underneath.,Electric,27.0,Jane Cox,Earthenware,medium vase kufic,159.0,Thrown,11.5
JC119Y2607,Glaze,19.2,a commission by the british library based on an exhibition on world sacred texts led to two new surface designs – ‘haj’ and ‘kufic’. the design is inspired by the calligraphy of an ancient quran haj text. the bold surface patterns echo the sweeps and curves of the ceramic shapes underneath.,Electric,13.0,Jane Cox,Earthenware,medium deep bowl haj,293.0,Thrown,31.5
JC119Y2603,Glaze,10.0,a commission by the british library based on an exhibition on world sacred texts led to two new surface designs – ‘haj’ and ‘kufic’. the design is inspired by the calligraphy of an ancient quran haj text. the bold surface patterns echo the sweeps and curves of the ceramic shapes underneath.,Electric,10.5,Jane Cox,Earthenware,large mug haj,46.0,Thrown,13.5
JC119Y2602,Glaze,10.0,a commission by the british library based on an exhibition on world sacred texts led to two new surface designs – ‘haj’ and ‘kufic’. the design is inspired by the calligraphy of an ancient quran haj text. the bold surface patterns echo the sweeps and curves of the ceramic shapes underneath.,Electric,10.5,Jane Cox,Earthenware,large mug haj,46.0,Thrown,13.5
JC119Y2600,Glaze,9.5,a commission by the british library based on an exhibition on world sacred texts led to two new surface designs – ‘haj’ and ‘kufic’. the design is inspired by the calligraphy of an ancient quran haj text. the bold surface patterns echo the sweeps and curves of the ceramic shapes underneath.,Electric,14.5,Jane Cox,Earthenware,small jug haj,83.0,Thrown,15.0
JC119Y2597,Glaze,9.0,a commission by the british library based on an exhibition on world sacred texts led to two new surface designs – ‘haj’ and ‘kufic’. the design is inspired by the calligraphy of an ancient quran haj text. the bold surface patterns echo the sweeps and curves of the ceramic shapes underneath.,Electric,27.0,Jane Cox,Earthenware,medium vase haj,159.0,Thrown,11.5
JC119Y2598,Glaze,7.2,a commission by the british library based on an exhibition on world sacred texts led to two new surface designs – ‘haj’ and ‘kufic’. the design is inspired by the calligraphy of an ancient quran haj text. the bold surface patterns echo the sweeps and curves of the ceramic shapes underneath.,Electric,20.0,Jane Cox,Earthenware,small vase haj,83.0,Thrown,8.0
JC119Y2566,Glaze,9.5,the design of this earthenware vase is inspired by jane’s time living in france and the colours and patterns she encountered there. the energetic brushwork combined with the textured tones of the glaze evokes the rhythms and dynamism of nature in motion.,Electric,14.0,Jane Cox,Earthenware,small jug Aquitaine Turquoise,83.0,Thrown,15.0
GC113Y869,Glaze,14.1,"this stoneware bowl is wheel-thrown with a boldly cut exterior, and is enveloped in a black semi-matt glaze.",Electric,11.0,Gilles Le Corre,Stoneware,black cut bowl large,195.0,Thrown,21.5
GC113Y840,Glaze,10.5,cylindrical vessel freely thrown using a stoneware clay containing natural impurities giving a dramatic and random pattern to the surface.,Electric,9.0,Gilles Le Corre,Stoneware,cylinder vessel,100.0,Thrown,14.5
GC113Y838,Glaze,10.5,"this stoneware bowl is wheel-thrown with a carved exterior, and features iron inclusions within the clay body which break through the surface of the pink tinged glaze.",Electric,9.5,Gilles Le Corre,Stoneware,speckled ribbed bowl,100.0,Thrown,14.5
GC113Y865,Glaze,10.0,small cylindrical vessel freely thrown using a stoneware clay containing natural impurities giving a dramatic and random pattern to the surface.,Electric,14.0,Gilles Le Corre,Stoneware,small cylinder vessel,98.0,Thrown,13.5
GC113Y866,Glaze,9.5,"this stoneware bowl is wheel-thrown with a boldly cut exterior, and is enveloped in a black semi-matt glaze.",Electric,11.0,Gilles Le Corre,Stoneware,black cut bowl,110.0,Thrown,12.5
GC113Y861,Glaze,7.2,this stoneware cup is thrown with fluid throwing rings and enveloped in a black glaze.,Electric,7.5,Gilles Le Corre,Stoneware,cup,46.0,Thrown,8.0
GC113Y877,Glaze,8.2,this stoneware bowl is wheel-thrown with a boldly cut exterior and enveloped in a buttery glaze.,Electric,8.5,Gilles Le Corre,Stoneware,Cut bowl,49.0,Thrown,10.0
GC113Y868,Glaze,8.7,"this stoneware bowl is wheel-thrown in a heavily grogged clay. it has a boldly cut exterior and enveloped in a semi-matt glaze. the iron within the clay body breaks through the surface, adding depth and drama.",Electric,10.0,Gilles Le Corre,Stoneware,Cut bowl,98.0,Thrown,11.0
GC113Y875,Glaze,8.2,this stoneware tea bowl is wheel-thrown in a heavily grogged clay. it has a boldly cut exterior and is enveloped in a black semi-matt glaze.,Electric,8.0,Gilles Le Corre,Stoneware,Cut tea bowl small,49.0,Thrown,10.0
V69Y130,Glaze,9.2,this sinuous earthenware sculpture is hand-built and finished by meticulous burnishing which creates a soft sheen accentuating the form.,Electric,52.5,Tina Vlassopulos,Earthenware,double toot,2250.0,Hand built,12.0
V69Y139,Glaze,9.0,"this sinuous sculpture is hand-built in an earthenware clay body, and finished by meticulous burnishing which creates a soft sheen accentuating the form.",Electric,19.5,Tina Vlassopulos,Earthenware,tootle III,360.0,Hand built,10.5
V69Y138,Glaze,8.2,"this sinuous sculpture is hand-built in an earthenware clay body, and finished by meticulous burnishing which creates a soft sheen accentuating the form.",Electric,22.5,Tina Vlassopulos,Earthenware,tootle II,380.0,Hand built,10.0
V69Y137,Glaze,11.3,"this sinuous sculpture is hand-built in an earthenware clay body, and finished by meticulous burnishing which creates a soft sheen accentuating the form. the ring is .",Electric,18.5,Tina Vlassopulos,Earthenware,tootle VII,380.0,Hand built,16.0
V69Y136,Glaze,9.5,"this sinuous sculpture is hand-built in a pale blue stained earthenware clay body, and finished by meticulous burnishing which creates a soft sheen accentuating the form. the ring is skilfully fashioned so that it can move freely along the ‘handle’ of the form .",Electric,24.5,Tina Vlassopulos,Earthenware,turquoise ring,500.0,Hand built,12.5
V69Y135,Glaze,8.0,"this sinuous sculpture is hand-built in an earthenware clay body, and finished by meticulous burnishing which creates a soft sheen accentuating the form.",Electric,29.0,Tina Vlassopulos,Earthenware,unfurl,650.0,Hand built,9.5
V69Y134,Glaze,9.0,"this sinuous sculpture is hand-built in an earthenware clay body, and finished by meticulous burnishing which creates a soft sheen accentuating the form.",Electric,25.0,Tina Vlassopulos,Earthenware,curl,700.0,Hand built,11.5
V69Y133,Glaze,8.7,"this sinuous sculpture is hand-built in a pale blue stained earthenware clay body, and finished by meticulous burnishing which creates a soft sheen accentuating the form.",Electric,40.5,Tina Vlassopulos,Earthenware,song,1000.0,Hand built,11.0
V69Y132,Glaze,11.5,this sinuous earthenware sculpture is hand-built and finished by meticulous burnishing which creates a soft sheen accentuating the form.,Electric,35.0,Tina Vlassopulos,Earthenware,duet,1200.0,Hand built,14.5
V69Y131,Glaze,9.7,this sinuous earthenware sculpture is hand-built and finished by meticulous burnishing which creates a soft sheen accentuating the form. the coiled ring is detachable.,Electric,37.0,Tina Vlassopulos,Earthenware,ring,1500.0,Hand built,13.0
FT265Y104,Slip decoration,14.1,"hand-built stoneware bowl form, with multiple layered surfaces. layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",Electric,10.5,Fiona Thompson,Stoneware,contained flora bowl,250.0,Hand built,21.5
FT265Y103,Slip decoration,13.0,"hand-built stoneware dish, with multi layered surface. layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",Electric,6.0,Fiona Thompson,Stoneware,contained flora dish,110.0,Hand built,16.0
FT265Y102,Slip decoration,11.5,"hand-built stoneware bottle, with multi layered surface. layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",Electric,31.0,Fiona Thompson,Stoneware,contained flora bottle,295.0,Hand built,13.5
FT265Y101,Slip decoration,8.2,"hand-built stoneware dish, with multi layered surface. layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",Electric,5.5,Fiona Thompson,Stoneware,contained flora dish,60.0,Hand built,10.0
FT265Y100,Slip decoration,12.5,"hand-built stoneware dish, with multi layered surface. layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",Electric,5.0,Fiona Thompson,Stoneware,contained flora dish,68.0,Hand built,15.0
FT265Y99,Slip decoration,7.2,"hand-built stoneware bowl form, with multiple layered surfaces. layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",Electric,6.5,Fiona Thompson,Stoneware,contained flora bowl small,50.0,Hand built,8.0
FT265Y98,Slip decoration,7.2,"hand-built stoneware bowl form, with multiple layered surfaces. layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",Electric,6.5,Fiona Thompson,Stoneware,contained flora bowl small,50.0,Hand built,8.0
FT265Y96,Slip decoration,9.5,"hand-built stoneware bowl form, with multiple layered surfaces. layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",Electric,12.0,Fiona Thompson,Stoneware,contained flora bowl medium,148.0,Hand built,12.5
FT265Y95,Slip decoration,16.9,"hand-built stoneware bowl form, with multiple layered surfaces. layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",Electric,16.5,Fiona Thompson,Stoneware,contained flora bowl large,340.0,Hand built,27.0
193Y259,Terra Sigillata,9.2,many layers of fine terra-sigillata slip decorate this thrown bowl. abstract detailing and resist lines create texture while the interior of this piece presents a mottled effect.,Wood,13.5,Duncan Ross,Earthenware,Terra Sigillata Bowl,398.0,Thrown,12.0
193Y258,Terra Sigillata,10.0,many layers of fine terra-sigillata slip decorate this wheel-thrown bowl. abstract detailing and resist lines create a striped design while the interior of this piece presents a mottled effect.,Wood,18.5,Duncan Ross,Earthenware,Terra Sigillata Dark Bowl,798.0,Thrown,13.5
193Y256,Terra Sigillata,9.2,many layers of fine terra-sigillata slip decorate this wheel-thrown footed bowl. abstract detailing and resist lines create a striped design while the interior of this piece presents a mottled effect.,Wood,18.0,Duncan Ross,Earthenware,Terra Sigillata Deep Bowl,805.0,Thrown,12.0
193Y255,Terra Sigillata,8.5,many layers of fine terra-sigillata slip decorate this wheel-thrown footed bowl. abstract detailing and resist lines create a striped design while the interior of this piece presents a mottled effect.,Wood,12.0,Duncan Ross,Earthenware,Terra Sigillata Dark Bowl,305.0,Thrown,10.5
JJ4X897,Glaze,11.5,"this wheel-thrown stoneware bottle, has been formed into a proud and satisfying shape. marked with a ribbed exterior and a golden soda-fired surface.",Electric,23.0,John Jelfs,Stoneware,Oval Bottle Vase,291.0,Thrown,12.5
JJ4X899,Glaze,8.2,"this wheel-thrown stoneware bottle, has been formed into a proud and satisfying shape and a grey and golden soda-fired surface.",Electric,21.5,John Jelfs,Stoneware,Bottle Vase,264.0,Thrown,10.0
JJ4X896,Glaze,10.5,"this wheel-thrown stoneware bottle, has been formed into a proud and satisfying shape. marked with a ribbed exterior and a golden soda-fired surface.",Electric,19.0,John Jelfs,Stoneware,Round Bottle Vase,291.0,Thrown,14.5
JJ4X898,Glaze,9.0,"this wheel-thrown stoneware bottle, has been formed into a proud and satisfying shape. marked with a ribbed exterior, finger wipes, and a golden soda-fired surface.",Electric,23.0,John Jelfs,Stoneware,Oval Bottle Vase,291.0,Thrown,10.0
JJ4X900,Glaze,8.5,"finished with an ash glaze this tea bowl has been wheel thrown. featuring brushed slip across the outer surface that creates depth within the glaze, this piece is a charming vessel for your favourite tea.",Electric,7.0,John Jelfs,Stoneware,tea bowl,79.0,Thrown,10.5
JJ4X901,Glaze,8.2,"finished with an ash glaze this tea bowl has been wheel thrown. featuring brushed slip across the outer surface that creates depth within the glaze, this piece is a charming vessel for your favourite tea.",Electric,6.5,John Jelfs,Stoneware,tea bowl,79.0,Thrown,10.0
JS314Y228,Slip decoration,4.5,this animated earthenware duo is hand-built and decorated in painterly detail.,Electric,13.5,Jenny Southam,Earthenware,Couple in a boat,342.0,Hand built,14.0
JS314Y227,Slip decoration,3.5,this animated earthenware small head is hand-built and decorated in painterly detail. it is a part of jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. the close-up study offers a sense of intimacy and connection between the subject and the viewer.,Electric,7.5,Jenny Southam,Earthenware,Blue pullover,195.0,Hand built,5.5
JS314Y226,Slip decoration,4.0,this animated earthenware small head is hand-built and decorated in painterly detail. it is a part of jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. the close-up study offers a sense of intimacy and connection between the subject and the viewer.,Electric,9.5,Jenny Southam,Earthenware,Black crochet top,195.0,Hand built,7.0
JS314Y225,Slip decoration,4.5,this animated earthenware small head is hand-built and decorated in painterly detail. it is a part of jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. the close-up study offers a sense of intimacy and connection between the subject and the viewer.,Electric,8.5,Jenny Southam,Earthenware,Purple cardi,195.0,Hand built,6.0
JS314Y224,Slip decoration,3.0,this animated earthenware small head is hand-built and decorated in painterly detail. it is a part of jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. the close-up study offers a sense of intimacy and connection between the subject and the viewer.,Electric,8.5,Jenny Southam,Earthenware,Bouffant,244.0,Hand built,6.0
JS314Y222,Slip decoration,7.5,"this animated earthenware single figure is hand-built and decorated in painterly detail. the minutest alteration of the angle of the head, stance, or gesture, can subtly shift the nuance of a piece.",Electric,14.5,Jenny Southam,Earthenware,Designer stubble,293.0,Hand built,9.5
JS314Y221,Slip decoration,5.0,"this animated earthenware single figure is hand-built and decorated in painterly detail. the minutest alteration of the angle of the head, stance, or gesture, can subtly shift the nuance of a piece.",Electric,14.5,Jenny Southam,Earthenware,Grey jacket,244.0,Hand built,5.0
JS314Y220,Slip decoration,4.5,"this animated earthenware single figure is hand-built and decorated in painterly detail. it is a part of jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. the minutest alteration of the angle of the head, stance, or gesture, can subtly shift the nuance of a piece.",Electric,16.0,Jenny Southam,Earthenware,Turquoise top,244.0,Hand built,7.0
JS314Y219,Slip decoration,5.0,"this animated earthenware single figure is hand-built and decorated in painterly detail. the minutest alteration of the angle of the head, stance, or gesture, can subtly shift the nuance of a piece.",Electric,17.5,Jenny Southam,Earthenware,White boots,244.0,Hand built,7.0
JS314Y218,Slip decoration,4.0,"this animated earthenware single figure is hand-built and decorated in painterly detail. it is a part of jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. the minutest alteration of the angle of the head, stance, or gesture, can subtly shift the nuance of a piece.",Electric,16.0,Jenny Southam,Earthenware,Woman smelling a flower,244.0,Hand built,7.5
JS314Y217,Slip decoration,4.0,"this animated earthenware single figure is hand-built and decorated in painterly detail. it is a part of jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. the minutest alteration of the angle of the head, stance, or gesture, can subtly shift the nuance of a piece.",Electric,16.0,Jenny Southam,Earthenware,Woman with a headscarf,244.0,Hand built,5.0
JS314Y216,Slip decoration,4.5,"this animated earthenware single figure is hand-built and decorated in painterly detail. it is a part of jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. the minutest alteration of the angle of the head, stance, or gesture, can subtly shift the nuance of a piece.",Electric,13.5,Jenny Southam,Earthenware,Man looking at his watch,244.0,Hand built,7.0
JS314Y215,Slip decoration,16.0,"this animated earthenware tableau is hand-built and decorated in painterly detail. she sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",Electric,15.0,Jenny Southam,Earthenware,Pot plant,683.0,Hand built,20.0
